iter	Logloss
619	0.1811821364
620	0.180898601
621	0.1807701492
622	0.1804129046
623	0.180183711
624	0.1798685247
625	0.1794716206
626	0.1792156196
627	0.1790134334
628	0.1787365508
629	0.1785489602
630	0.1783854454
631	0.1781178774
632	0.1779109769
633	0.1777653181
634	0.1776012058
635	0.1773386171
636	0.1770453177
637	0.1768500502
638	0.1763981455
639	0.1761802267
640	0.1759461918
641	0.1755739325
642	0.1753079901
643	0.1750175557
644	0.1747576479
645	0.1744909169
646	0.1743565991
647	0.173992642
648	0.1735263348
649	0.1731520604
650	0.1729357093
651	0.1727808354
652	0.17262622
653	0.1724231935
654	0.1721649987
655	0.1719318569
656	0.1717170974
657	0.1714223337
658	0.1712632243
659	0.1710470332
660	0.1708841058
661	0.1705910291
662	0.1704327824
663	0.1701272591
664	0.169809269
665	0.1694434434
666	0.1692032957
667	0.1689078749
668	0.1686227108
669	0.1682850977
670	0.1680877163
671	0.167811039
672	0.1675001271
673	0.1672253635
674	0.1669511016
675	0.1666575151
676	0.1665437155
677	0.166059229
678	0.1657617231
679	0.1654795814
680	0.1652845618
681	0.1651754126
682	0.1648122655
683	0.164468419
684	0.1642582051
685	0.1641310097
686	0.1638643978
687	0.1635573432
688	0.1632341801
689	0.1630313749
690	0.162857851
691	0.1626289885
692	0.1624484298
693	0.1622344705
694	0.1620410568
695	0.1616824274
696	0.1614353005
697	0.1612266565
698	0.1610294458
699	0.1606056714
700	0.1603482347
701	0.160090379
702	0.1597882154
703	0.1594769302
704	0.159269295
705	0.1590197644
706	0.1586712977
707	0.1583894273
708	0.1580596315
709	0.1577011984
710	0.1574500007
711	0.1572753321
712	0.1570746094
713	0.1568608966
714	0.1566942676
715	0.1564824207
716	0.1562042525
717	0.1559662606
718	0.1557073227
719	0.1554625796
720	0.1552423939
721	0.1550741596
722	0.1547858887
723	0.1546243501
724	0.1542449206
725	0.1540762761
726	0.1539504929
727	0.1537347498
728	0.1535806372
729	0.1533661088
730	0.1530666141
731	0.1528279776
732	0.1526436538
733	0.1522609925
734	0.1521179667
735	0.1519872629
736	0.1519252572
737	0.151727883
738	0.1514640237
739	0.1512020254
740	0.1510881171
741	0.1508609215
742	0.1507020982
743	0.1505536265
744	0.150213942
745	0.149953157
746	0.1497677475
747	0.1494824281
748	0.1492892147
749	0.1490620148
750	0.1488441585
751	0.1485000922
752	0.1481942037
753	0.1480163627
754	0.1476849245
755	0.1474608071
756	0.1473423431
757	0.1472201522
758	0.147056136
759	0.1467280229
760	0.1466365291
761	0.1465042721
762	0.1461630098
763	0.1460141245
764	0.1456738769
765	0.1454421754
766	0.1451818946
767	0.1450414421
768	0.1447865984
769	0.1444127705
770	0.1442563515
771	0.1439328773
772	0.1437280485
773	0.1434818991
774	0.1432315717
775	0.1430429079
776	0.142808333
777	0.1426489932
778	0.1425297665
779	0.1423686812
780	0.1421119726
781	0.1419365068
782	0.1417485777
783	0.1414482554
784	0.1413127603
785	0.1411450688
786	0.1409439166
787	0.1407241743
788	0.1405316568
789	0.1403816663
790	0.1400625991
791	0.1399078852
792	0.1397578831
793	0.1395109198
794	0.1394250865
795	0.1392523667
796	0.1390404334
797	0.138881822
798	0.1387447161
799	0.1384918628
800	0.1382505001
801	0.1381364843
802	0.1379967694
803	0.1378069512
804	0.1375317855
805	0.1371492851
806	0.1368202827
807	0.1365512271
808	0.136291162
809	0.13619082
810	0.1359768656
811	0.1358119315
812	0.1355899829
813	0.1353504101
814	0.1351590168
815	0.1349345533
816	0.1348094626
817	0.1344735109
818	0.1343324595
819	0.1340108414
820	0.1338031538
821	0.133625011
822	0.1333980723
823	0.1332927269
824	0.1330811058
825	0.1329026697
826	0.132720142
827	0.1324050027
828	0.1321755391
829	0.1319046854
830	0.1315474969
831	0.1313565509
832	0.1312123492
833	0.1310471796
834	0.1309839512
835	0.1307269527
836	0.1306685888
837	0.1305068671
838	0.1301848673
839	0.1299642688
840	0.129795208
841	0.1295625693
842	0.1294154761
843	0.1292368336
844	0.1289904337
845	0.1287499953
846	0.1285807959
847	0.1284874054
848	0.1284068419
849	0.1280921372
850	0.1277634398
851	0.1274012449
852	0.1271953451
853	0.1270473572
854	0.1269547984
855	0.1267618781
856	0.1266072971
857	0.126531859
858	0.12630556
859	0.1260235115
860	0.1259198703
861	0.1257702659
862	0.1255332769
863	0.1254817941
864	0.1254258232
865	0.1252437269
866	0.124965294
867	0.1247450569
868	0.1245209087
869	0.1242518859
870	0.1239924095
871	0.1237759343
872	0.1234480126
873	0.1232716144
874	0.1230749861
875	0.1228311286
876	0.1226212795
877	0.1224468318
878	0.1222149275
879	0.1220817909
880	0.1217917056
881	0.1216926227
882	0.121640207
883	0.1213828411
884	0.1211419343
885	0.1208591692
886	0.1207160542
887	0.1205018458
888	0.1204137619
889	0.1203140883
890	0.1199826883
891	0.119823097
892	0.1197447467
893	0.1195186025
894	0.1193821767
895	0.1193034231
896	0.11907032
897	0.1189343341
898	0.118643449
899	0.1184825729
900	0.1183624219
901	0.1182161139
902	0.1179105994
903	0.1176150089
904	0.1175169401
905	0.1173909668
906	0.1171740782
907	0.116958481
908	0.1166741625
909	0.1164360068
910	0.1162257635
911	0.1160963389
912	0.1160005926
913	0.115785825
914	0.1155441115
915	0.1154084256
916	0.1152165152
917	0.1151211263
918	0.1149292655
919	0.1147306278
920	0.1145737981
921	0.1144866641
922	0.1142977181
923	0.1140729475
924	0.1137964763
925	0.1135121895
926	0.1132631442
927	0.1130748899
928	0.1128040803
929	0.1126064925
930	0.1124211832
931	0.1122102559
932	0.1118534581
933	0.1116553716
934	0.1114065727
935	0.1112514058
936	0.1112191383
937	0.111089884
938	0.1109080689
939	0.1106661495
940	0.1103869432
941	0.1102990013
942	0.1101453235
943	0.1099102005
944	0.1096576571
945	0.1093837224
946	0.1091750591
947	0.1090393989
948	0.1088097133
949	0.1086075812
950	0.1084464634
951	0.1081763843
952	0.1079794919
953	0.1078898437
954	0.1077069697
955	0.10746654
956	0.1072352174
957	0.1070286983
958	0.1068497987
959	0.1066695238
960	0.1064989333
961	0.1061693167
962	0.1059294239
963	0.1057812267
964	0.1056481197
965	0.1055564284
966	0.1052894954
967	0.1051465399
968	0.1050727114
969	0.1048727148
970	0.1047423674
971	0.1046362323
972	0.1043927153
973	0.1042581542
974	0.1041320945
975	0.1040642254
976	0.1038827782
977	0.1036577213
978	0.103493817
979	0.103358323
980	0.1032325534
981	0.1031937288
982	0.1029285296
983	0.1027952584
984	0.1026242666
985	0.1024480042
986	0.1022409592
987	0.1020871067
988	0.1019124978
989	0.1017169406
990	0.1015184251
991	0.101357929
992	0.1012358058
993	0.1011316102
994	0.1010031372
995	0.1008549291
996	0.1006064636
997	0.1004421646
998	0.1002710889
999	0.1001440402
